sqft_above,sqft_lot15,sqft_living15
1550,8000,1360
900,4800,1400
1170,9823,1440
900,8308,1767
1730,9400,2470
1830,4080,1830
940,3750,1250
1530,10400,2170
780,1183,1280
1400,8523,1910
1770,11200,2360
880,7500,880
1460,7500,2260
1300,8064,1440
1450,7622,1950
1110,6000,1460
1470,5940,2430
940,1751,1380
1070,5102,1610
1510,27135,2400
730,6240,1220
1010,3600,1590
2170,48144,2130
1110,5250,1100
1340,4680,1350
790,2064,1310
1160,5750,960
1080,8100,1080
2190,8000,1980
2030,8485,2030
2480,9940,2280
1120,7620,1080
860,7255,1660
1450,5750,1700
2790,11632,2890
3010,10650,3010
1290,8640,2270
2880,35610,3460
1060,4000,1590
740,5200,750
960,6000,1000
2100,7560,1250
2540,4000,1400
1650,10250,2400
770,4600,1550
1500,12196,2690
970,3729,1560
1160,8680,1840
970,14850,1410
2480,6656,2310
1250,7320,1770
4430,35237,3900
740,4400,1400
710,7200,960
1820,12300,2090
820,6000,1630
1000,6500,1280
3080,28972,2640
2410,12000,2080
2370,11558,2550
3450,11505,4070
2280,6750,2280
1030,6600,2090
3610,60112,1620
990,3600,1250
2100,9775,2700
1750,5700,2080
3940,8468,3550
1100,6099,1330
1510,10656,1950
1560,8073,1720
1870,4184,1870
1690,7400,2070
830,19850,1900
2010,55527,2040
1410,40500,1570
1820,7560,1420
2560,16298,2120
2450,4187,2320
2010,4280,1240
2210,7224,2260
2630,6229,3240
1550,7366,1500
3460,6400,2550
1200,9000,1160
1210,7733,1670
970,7350,1300
2290,15244,1780
3360,9936,1930
1330,6111,2030
770,7500,1390
1240,4763,1790
1660,6098,2250
1430,6315,1630
2550,7796,2670
1310,7030,1310
1430,8000,1450
1120,6334,1880
1600,2375,1830
1760,9231,1910
1180,3003,1310
2330,36600,2460
1960,9375,2050
1140,7560,1450
1400,9375,1400
1410,12224,2850
3510,8370,3320
910,4600,1020
1330,47178,2450
1410,29152,2950
2240,12386,3050
1010,7200,2010
2120,53578,2120
1270,7875,1210
1150,8250,2020
1800,4507,1800
940,5515,2054
1110,9600,1640
1150,6200,1460
1280,3150,1280
1480,20680,2790
1980,7134,1850
3730,19110,4180
900,8965,1580
3480,4080,2200
1420,12744,2840
2490,4748,2490
1510,3921,1440
2900,18303,2900
2240,5100,1460
2040,5600,3220
1460,7980,1920
990,8625,1360
1140,8135,1820
2660,4517,2330
870,5700,1020
1740,6825,1260
2290,3608,1480
1290,7820,2120
1470,8172,1900
1770,7000,1600
1380,6377,1720
2030,325393,1560
1820,28300,2520
1390,5000,2160
1180,13566,1550
1230,11421,1950
2030,7130,2040
2390,6346,2390
1640,9800,2820
1890,54014,1746
1870,6203,1670
1780,5304,1730
1610,58127,2510
1420,6607,1790
2220,9614,2720
1820,5408,1440
1180,8424,2120
870,7252,1250
1060,7500,1040
2290,9600,1310
1110,9660,2050
1440,5000,1490
1570,5881,2350
1480,10807,2140
2410,4611,1910
2130,5661,2850
1590,7800,1970
1800,8486,1670
1550,8811,2370
1250,22320,2030
1190,9450,1190
1400,8125,1480
2600,4658,2600
910,5000,1740
1760,4698,1760
860,5356,1090
1780,9800,2310
1820,3728,1950
1490,7830,2050
1020,14519,1480
1670,2897,1670
790,5024,1330
2010,8037,1360
2600,6185,2640
1890,7210,1920
3600,20066,5500
1216,5297,2040
880,6413,1360
850,8360,1520
1730,11336,1980
2490,37674,2830
2160,9600,1770
1200,7600,1270
2660,9600,2440
840,7560,1210
1060,17771,1460
1100,5100,1450
2170,8121,2020
2720,51366,1960
2520,6398,2520
1280,4800,1620
2250,7269,2110
2870,5400,2030
880,3750,1710
1450,6464,1170
2500,8558,2910
900,10450,2040
2020,13175,1800
620,7930,1400
1330,175982,2550
1470,7081,1980
1810,8062,2630
2270,4400,2090
1630,6009,2120
1120,8450,1320
2080,5995,2300
1980,12598,2890
1180,28710,2180
1050,8100,1590
1370,7214,1450
2050,5900,2170
1490,12000,1630
1050,6900,1820
1160,8965,2080
1370,9587,2040
1600,6649,2220
2880,320890,1460
1260,4920,1360
3190,36280,2560
540,5000,1290
3170,5340,3010
1830,7700,1600
1360,4840,1450
1870,15391,1870
1370,3799,1370
1700,7592,1370
980,2315,1175
2070,1865,1440
1290,5712,1670
2460,4578,2320
1040,8000,1550
700,4110,1330
2410,11412,2360
1090,9792,2020
1230,12196,1990
2630,26071,2840
2050,8820,1780
790,6298,960
1070,2370,1380
9410,217800,4850
2320,7614,2230
2670,10982,2560
700,5200,970
860,7200,980
3490,8723,2320
1160,15450,1420
3650,56257,3730
1550,10050,1720
2620,9525,2580
720,4920,990
1380,6827,1320
1170,28108,1610
1170,9800,1230
1270,8800,1660
1890,6793,1920
1010,9450,1240
1420,10115,2260
4080,10295,3470
1270,8996,1270
790,4100,1110
2580,6740,2010
2290,6261,2100
3490,5025,2910
1510,12465,1470
2400,4109,1880
900,6000,940
910,7500,1040
1050,5000,1340
2950,8813,3160
1060,4080,1850
1970,5020,1960
2400,8100,2180
2060,8491,1950
1080,9382,2010
1520,7055,1710
2840,175111,2820
1970,6176,2090
1230,6771,1780
2560,4240,1830
1550,1866,1550
2980,3600,1720
1270,7153,1650
1520,12090,2560
2075,32379,2300
700,10091,2830
800,8125,2390
680,19406,1470
1680,7910,1330
3910,16544,2920
1560,11700,2350
2000,7735,1690
3150,8819,3150
1120,17334,1280
1270,12204,2190
1510,20300,2390
1510,20300,2390
1150,19200,1290
830,7408,1140
900,7500,1470
2450,4255,1930
1540,10125,2470
1020,9700,1600
2070,8877,1650
1430,1530,1430
2030,7945,2290
1620,3840,1370
4220,195395,2500
2300,8187,2300
3830,5204,2555
1840,35686,2460
940,8418,1440
910,5525,1620
1550,12372,2900
1580,12870,1880
1310,8100,1540
1880,7980,1900
2480,5440,2280
2360,8625,1650
1300,8768,1970
1040,8400,1780
1420,4664,1430
2290,4348,2270
1020,9794,1650
1360,11456,1310
2320,39512,3210
920,4770,920
1070,7980,2090
1590,9912,1670
1600,7577,1790
1040,7300,1360
1080,9607,1200
930,2856,1330
850,6800,870
1290,8592,1720
5330,18367,3930
1400,7200,1530
1320,7700,2000
2320,10000,2050
960,8100,1080
2040,5496,2130
1080,13560,1850
1090,4800,1680
1290,8645,1910
1140,6923,1350
1010,4400,1040
1440,9748,1720
4270,20723,3860
2860,3750,2170
1890,11450,1820
2240,6000,2400
760,4000,1130
780,5909,1330
1330,9900,1940
1590,9930,2750
1070,6120,1130
1670,7700,1610
710,7020,1100
3340,48351,2460
1160,7500,1110
1580,31688,2220
2000,9681,2100
1060,5750,1080
1730,10396,1510
2190,2538,2315
1660,7684,1800
2210,8641,2440
570,7020,1730
3100,6670,1240
1470,2208,1140
2090,4240,1460
860,4240,1170
1650,7486,1860
1010,5000,1410
4020,52900,3440
2166,5948,2474
1100,5000,1640
1130,7680,1800
2010,4187,1720
3330,7515,3150
1030,7201,1530
2700,1684,1460
1580,210394,2040
1100,7560,2330
1100,7560,2330
1650,7700,2020
2660,35448,2330
3510,26673,3530
2120,9611,1990
1780,8545,1780
1200,9810,1800
1300,9600,1500
1680,5000,1850
1390,8228,1880
1910,4275,1980
900,4173,2090
1660,12071,1820
1440,12037,1430
1600,11476,2990
2340,11188,2340
2070,7215,2010
2160,10080,2270
1090,11317,1940
2040,7360,2040
1400,10530,2300
1200,8623,1350
2240,43400,1780
1360,1688,1360
1300,9500,1950
650,12986,1370
1140,9800,1370
2930,8065,3590
2140,8789,2140
1628,216344,1490
1990,217800,2760
1150,9674,2560
1460,8100,1810
820,5150,1100
1160,8359,1670
1160,8359,1670
1060,10023,1060
3130,9183,1450
1260,9693,1800
2200,11850,2190
1290,9569,1970
1050,1245,1350
1350,8538,1660
1650,13034,2900
1220,8573,1390
1500,11514,1470
1430,10350,1750
2220,5352,2220
1490,13228,1950
2440,10568,2000
2070,9239,2070
1500,3600,1780
2020,10311,2020
2190,20500,2520
780,14750,1090
1090,4200,1790
1840,10950,1680
1810,12852,2390
2130,17913,3674
750,5511,1030
1110,5250,1590
1020,37680,2250
3080,5273,2860
900,3480,900
2090,14547,1870
940,8095,1210
1040,7287,1160
1000,8000,1060
2080,9861,2660
2500,33720,2765
1050,7351,1460
1190,8645,2010
1610,8750,1070
2130,5000,2560
1460,9703,1640
1600,7725,1600
1730,4410,1690
2280,4193,2280
2430,7469,2070
1380,7600,1320
1790,3500,1290
3370,9949,2950
1710,6300,1940
1090,7378,1830
1200,5588,1480
2350,325393,1280
2440,7911,2110
1080,1182,1300
1970,3716,1780
1110,5530,1610
2950,5803,2940
2970,8437,2970
720,6400,1030
770,5514,1170
1650,7200,1410
1170,7350,1800
1510,2873,1360
1070,7200,1170
1010,7480,1480
2240,8700,3190
2000,5512,2000
2060,8126,2180
1240,7000,1740
1240,7000,1740
1880,7915,1810
960,7579,1220
2670,25211,3280
1570,4400,1850
2990,5936,2990
1250,7653,1620
1920,5231,2240
2470,33305,2440
960,6700,1350
940,5728,870
1260,7500,1180
2280,117176,2280
1240,8494,2080
1690,16500,1800
1430,5508,2050
2260,244372,1610
1220,3850,2090
1390,46173,2460
730,7200,1750
760,5000,1750
1600,7500,1650
3420,8460,3230
1140,7408,2110
1920,3600,1920
1430,7200,1780
1280,11400,1880
1010,213879,1570
2400,13633,2580
720,6380,920
1230,11727,1660
2940,34071,3010
2190,8160,1160
640,9000,1090
1130,7740,1220
1240,8064,1570
1760,14800,1250
1350,8400,2060
1020,5465,1400
1610,35772,2050
1530,37970,3180
1620,5000,2200
1290,4080,1510
1190,7820,1870
2940,14790,3750
1450,5100,1560
1660,8437,1060
2890,8700,3370
1010,18297,830
1520,7495,2240
2340,5250,1540
960,4000,1190
1560,3400,2090
1470,11407,1710
3400,8635,3250
1910,8390,2410
700,3600,1690
1520,9647,2310
930,5803,1080
1810,4970,2100
2920,3942,2920
1270,7350,1880
2450,11960,2600
1180,7620,1990
1400,3720,1580
2290,7529,2170
850,6250,1110
1400,9530,2800
1690,3260,1690
1180,7875,2240
790,4160,1090
1620,4000,1740
1740,41606,2310
1500,7875,2070
1680,8560,2080
990,8100,1210
2770,5423,2770
950,5650,1250
1290,4800,1570
1270,1558,1550
1160,4005,1240
1660,11560,1660
1870,7687,2000
2760,4444,3080
1090,6715,1410
1290,6360,1690
3160,12268,3800
1510,16986,1620
1020,5871,1020
2950,2047,1580
1780,71560,2060
710,5100,1530
2710,26727,3520
1430,9625,2400
1180,7800,1680
2210,9912,1390
2550,8951,1890
1320,1536,1320
1980,9907,2050
3960,64468,2240
2130,4529,1940
1720,3605,1720
1350,35647,2420
1340,1369,1480
1500,9825,2140
910,4120,1510
1440,5100,1880
2200,7150,1740
1310,8514,1310
1480,6071,2240
3010,9800,2510
2450,6675,2690
1250,8470,1680
1390,142005,2140
2010,16020,1420
3120,10005,2580
1370,9181,1370
2420,12215,2420
1060,7200,1620
2630,4980,2020
950,3880,1660
2680,9558,2610
2840,6006,3620
1270,7400,1800
2330,5000,1570
960,8100,1120
1990,6566,1862
1150,7740,1040
2280,35020,2350
1750,7200,3100
1260,8268,1760
1700,248292,2820
1110,5304,1750
1050,8075,1580
960,8040,1500
1280,9375,1520
1320,98445,1430
1760,6384,1760
1480,7830,1450
2960,14960,2500
740,5076,1160
2110,4871,2110
1130,87555,1940
1950,7689,1860
2120,215600,2760
1270,4000,1560
1300,52272,1850
1290,9900,1840
1930,7266,1930
1200,4000,950
2050,3366,2050
1410,6195,1610
2130,20875,2370
1260,1418,1360
1390,9000,1390
1230,9965,1240
1490,7572,1640
1990,14201,2500
970,2042,1500
850,13260,1540
850,13260,1540
1720,8300,1410
1400,3600,1630
1570,7274,2440
1200,9315,1450
3060,12000,3240
1080,5000,1010
1860,8814,1860
1220,9830,2060
2250,9003,2300
2050,7700,1780
1010,1233,1300
4670,19020,3240
1400,4994,1710
920,10323,2550
3390,15277,3950
1680,2087,1560
3190,6720,2830
1210,10048,2250
2000,15277,4210
1610,16630,2390
1620,8100,2030
1230,1411,1352
2740,8611,1470
2260,10747,2260
1000,5100,1090
2350,36567,2390
2300,9694,2570
1440,8285,1330
1710,5000,1150
1200,8100,1470
3040,5728,2770
1330,222591,1560
1510,3600,1610
1780,8840,2040
1520,9163,2250
1550,8880,1550
2710,217800,2710
1140,87300,1690
940,3956,1440
2160,3839,1550
2470,31798,2470
2800,5900,3400
2420,36303,2760
1460,7236,1460
1640,6169,1760
1040,1618,1610
940,7587,1970
1920,7536,1960
2640,5217,1610
2650,7920,1200
2570,15000,2760
1090,8000,1480
1090,24375,1820
1370,22047,1790
730,5040,790
1010,4652,1270
1200,15843,1410
1060,6400,1240
1580,60548,2540
1640,3230,1440
1640,5000,1240
1610,3717,1790
1400,8640,2540
1380,8112,2300
1620,10150,930
4020,283140,2590
1330,8400,1920
1380,6250,2270
1400,3750,1780
960,6400,1650
1680,10465,2380
3490,8558,3780
3870,17880,4030
1250,8062,1930
1550,1465,1520
1920,2994,1670
790,12700,970
2240,11398,2040
1340,8740,1850
940,3922,1320
840,8778,1890
1610,4364,2010
2550,13370,1980
1200,1848,1270
1250,12498,1250
3630,11605,3250
4260,17015,3540
1850,24000,2270
1330,11337,2210
990,5904,1390
1450,9166,2120
2730,5000,2340
2430,8342,2440
1170,1399,1380
1890,4000,2090
2550,7500,3070
1140,15493,2110
1460,3800,1780
2700,7200,1670
670,6300,740
1040,6175,1770
1980,5352,1680
2080,11840,3730
1380,1704,1380
1808,14400,1450
1350,7491,1310
1400,1500,1300
1950,8325,1950
2340,4000,1770
3000,5000,2580
1460,16638,1460
1050,7757,1710
1180,7600,1900
3350,183897,3350
3350,183897,3350
1360,8132,1570
1020,7201,1650
1270,7004,1750
2030,11550,1760
970,8411,1650
1260,13495,1690
2240,7085,1440
1460,5715,1400
1240,13260,1640
1420,1826,1420
1060,5535,1730
880,5580,1500
2320,18919,1610
1300,3880,1430
2500,10400,2730
2040,11964,1830
1260,7250,1880
950,5458,1650
2380,40005,2790
2150,7500,2750
2810,8250,2910
1340,9764,1310
1690,8717,3740
2160,5652,2315
1450,1386,1890
1120,6000,1850
1000,105850,1710
2240,5018,2480
2200,5757,2200
790,6000,1900
740,7200,1290
1120,4600,1220
1210,3120,1660
1352,1387,1439
1180,8760,1550
1640,7769,1730
1350,4800,1360
1390,1689,1540
1040,6550,1410
1040,9375,1200
1890,5775,2060
1810,7594,1830
1130,14378,1730
1010,8184,1010
910,7500,2090
1940,5250,2540
1330,7971,1300
2210,9000,2040
2020,6073,2010
1000,6250,1240
3150,8643,3030
1520,12246,1460
1210,9450,1190
1070,9561,1710
740,9007,2090
1430,8826,2120
1530,6930,1970
2290,11385,3290
2590,4961,1230
1020,5047,1770
2100,15500,2100
1340,6822,1830
2770,10423,2530
2400,12150,2940
1140,9814,1520
930,11450,1150
1820,8800,1430
1390,3708,1430
1480,1231,1480
760,6000,1360
1150,7416,1730
1250,11250,2000
1010,4080,1660
1250,1250,1320
1460,17424,2090
1540,9028,1450
2950,78843,3880
1230,4080,2080
2170,5000,1740
1660,10000,1770
930,3200,1320
720,5600,1330
2160,9063,2160
1510,8054,1470
1870,19965,1870
1640,25040,2670
990,8320,1640
1080,8944,1460
1350,9600,1820
2557,8340,2220
1710,5000,1500
1720,7500,1860
1170,9085,1230
1140,8150,1550
1570,8748,2270
1020,9894,1300
1460,5000,2010
1830,6930,1860
1690,3161,1650
1450,9201,2900
6380,7113,3040
1690,4000,1690
2660,5500,3010
2300,39634,3540
1150,8556,1530
1780,5000,2070
1880,8591,1750
1470,8860,2210
1630,3920,1560
1370,8840,1660
770,8407,1290
7880,10761,2740
1610,42489,2930
740,6840,740
1360,7679,1630
1280,7690,1250
1080,8147,1940
2020,9870,3030
3310,43959,3830
1560,19855,2060
1320,8295,1370
3160,5058,3110
840,17850,2440
1640,10042,1890
3000,5000,2870
2810,4800,2240
2390,7920,2390
1260,5900,1380
1590,7500,1340
1060,1316,1220
1220,9503,2060
1080,4080,1890
1700,9600,1930
4440,9976,4390
1580,4000,2190
3630,50378,4440
1290,1332,1290
1000,6180,1830
2090,4250,1930
1960,42253,1960
2120,10352,2620
2290,275299,399
1880,7584,1570
770,5160,920
1010,4410,1330
1450,10599,1890
1690,7450,1520
1880,4095,2090
4160,40428,3400
2140,7875,2080
1320,1650,1430
2000,6686,2000
1460,3000,1320
3070,10738,3320
1660,15015,2060
1050,4838,1300
3510,12124,3600
1410,4820,1570
1960,4080,2030
2460,4200,2330
1090,3758,1700
1670,11700,2750
2290,26720,2290
3120,18334,3550
2640,560617,1500
1930,209523,2220
1920,4000,2400
930,3760,1510
1260,6038,2220
1200,6122,2200
2830,11538,2415
3490,6866,3450
1060,1327,1160
800,5000,1270
1430,3377,1640
1060,10800,1768
940,11625,1550
2280,224334,2030
1490,4080,2000
2200,4970,1950
830,4000,1420
3490,8437,3260
960,1768,1470
1170,3146,1250
1220,7200,1320
1310,8515,2510
3130,6441,2990
1290,6464,2990
1720,7455,1870
1590,212137,2000
1140,11371,1280
2360,5800,3240
3910,9235,2600
2360,5233,3620
3040,35001,3480
2030,7998,2000
2520,30030,2360
1870,1852,1720
1640,14810,2880
1030,4800,1450
1710,5000,1540
1690,8009,1480
2340,11068,3120
1340,21369,1680
1850,8123,1530
950,4680,1370
2900,8567,2901
2400,3192,1360
3060,37031,3240
2170,8147,1170
970,8563,1050
1310,130244,2330
2980,10053,2980
2340,2166,2415
1880,8401,1690
1120,5800,1670
1370,9826,1980
2940,6574,3120
610,4500,1440
1460,8100,1320
1290,20962,2090
2630,6185,2720
1700,18400,2730
960,5000,1580
1180,1469,1490
1300,16630,2590
1340,7287,1630
1650,15300,2800
2090,12000,4320
3720,11877,3530
1030,5200,1500
1100,8000,1300
2910,7561,2990
1180,7620,1460
1030,8164,1340
1120,8160,1640
1670,12180,1520
1250,8520,1040
1480,20310,1480
1390,6000,1170
1940,6307,2050
2960,4750,2960
2160,18469,3430
760,7112,1200
840,8515,1320
3560,50261,3520
1390,12385,2560
1200,6855,1270
2570,5000,1570
1430,8800,2160
3450,41040,2810
2020,4609,2020
2480,7480,2480
1140,2981,1150
1530,9465,1530
1120,8181,1740
1610,5203,1620
1190,3240,1460
1480,4120,1570
1400,8550,1660
2200,4311,2200
960,9350,2230
1100,3000,1300
2970,4848,3940
1590,4900,1090
2550,4167,2340
3370,10335,3360
1960,3500,2560
1360,7107,1770
2780,3466,1940
3000,7557,1890
3400,202989,3150
990,3000,1120
2000,4200,2390
1200,6600,1810
970,15975,1540
720,4920,1440
1480,127195,1910
2140,7002,1960
1360,3800,2100
2734,187308,2270
1250,6380,1290
990,7156,1550
1150,7875,1460
1910,37026,2130
1750,6760,1210
1600,43005,2320
1750,11180,1730
940,5900,980
880,6345,1440
1060,9450,2280
3280,9700,3340
1900,9630,2010
1960,7064,2540
1210,5120,1330
960,5700,960
1930,5178,1810
3420,8192,3310
2240,5080,1940
1780,5000,2030
2080,11050,1850
1050,5354,1030
1363,10700,1540
1670,5000,1750
2250,13500,2730
1650,221284,2520
2880,10715,2370
3620,148811,2230
1530,6552,1660
1290,8050,1560
1040,4215,2020
1220,7876,1340
1660,8455,2390
1790,62290,1790
2440,6072,1860
1400,15000,2210
1810,2769,1810
900,5500,1400
900,5500,1400
2010,4394,1870
1560,2152,1140
3060,13162,3510
2150,4000,1610
2880,11090,2920
1300,4199,1350
1580,36384,2420
1180,6728,1450
2440,14280,3440
930,8584,1620
930,8584,1620
960,17350,1810
1310,8454,1310
2770,7210,2270
2240,5250,2950
1770,5450,2150
1220,8918,1380
2190,5108,2190
900,5400,1400
1660,10279,3230
2270,4399,2060
1300,8184,1120
1769,10226,1870
1770,15681,2790
1630,5046,1920
1480,7270,2070
2600,5288,2170
1220,12352,2460
1840,5200,2260
1650,10518,1960
1200,6563,1410
1080,5250,1590
700,7564,1410
760,4250,1600
1820,4000,2050
1860,9604,1815
1220,19950,1260
2300,5699,2420
1520,3906,1140
960,3630,1160
1170,8147,1200
1170,8147,1200
3200,54014,2650
4470,34118,4050
2570,4500,2200
2370,8221,2500
1800,10660,1630
1290,7280,2080
3240,43560,1870
960,12465,3100
1030,14141,2060
1820,117612,1850
1290,5202,1690
1410,7006,2140
980,2640,1570
1250,7710,1340
3680,11700,3410
1230,6874,2380
1230,6820,1190
2093,10350,1520
1660,12400,1610
1100,8640,1630
1677,7209,2236
2990,6454,2640
2150,46609,1460
2890,15398,3090
3050,31050,2960
1410,5190,1290
1520,2099,1690
1260,5800,1830
1460,4622,1740
1310,10200,1600
2020,8449,1950
1170,8605,1550
1170,8605,1550
850,10879,1280
2680,15586,1960
1270,7711,2120
3110,13538,2620
1300,7800,1410
1700,8266,2260
4500,35200,4760
2100,7324,2060
1340,7136,1670
970,4500,1120
1270,8000,1800
990,6032,2250
880,5000,1470
980,6723,1220
1660,9588,2350
1910,9068,1770
3400,9905,3390
1430,7800,1570
2490,8126,2140
2000,6001,1390
1620,10119,2230
2270,4000,2060
1010,8410,1090
2670,5600,3130
1530,13535,1620
1620,10160,2210
1340,10050,1340
2180,5130,2180
1440,9729,2940
1330,14436,2000
930,7680,1100
2270,8089,2790
1130,8200,1630
2770,109771,2040
4010,35326,4280
1140,10890,1710
790,6000,960
1040,8424,1370
1130,8184,1010
1040,4000,1430
2350,4000,1840
2350,4000,1840
1100,10096,1850
3220,6224,2950
1520,8065,1620
1190,8418,1670
3210,8108,3740
1530,7800,2140
2260,7784,2250
3290,6891,3210
1640,2128,1640
1130,980,830
1940,7743,1800
1580,8515,2253
1300,11340,2310
1200,7350,1750
1970,101494,2910
1770,5146,1870
900,3000,1800
1100,8288,1830
940,7400,1230
1210,6183,1970
840,9420,840
840,9420,840
2440,5500,4400
2190,3680,2000
1480,5080,1520
820,7424,780
2810,51836,1300
2180,18135,2660
1010,11242,1220
710,1252,1150
980,7228,1070
1100,4400,1770
2840,5509,2740
2300,8025,2270
5370,22270,2770
2280,9451,1970
890,6000,1030
1160,7902,1920
1250,9000,2100
3110,19709,1880
2160,12593,1720
820,6250,1300
2170,6812,2030
1440,9132,2000
910,8378,1410
2700,35381,2600
1360,2693,1360
1400,8712,1520
1010,7440,1350
960,8400,1720
1380,3400,1430
2510,6519,2370
1380,5694,1670
1790,7954,1770
1400,25500,2170
1650,4560,1700
840,5330,920
2550,49222,2190
1630,12500,1690
1130,4080,1200
820,5200,1120
2620,35160,2520
2430,23600,3150
1560,7424,1370
3060,6932,3110
1680,4621,2160
3320,15018,3430
2390,7816,2370
1360,6708,1250
1800,5701,1730
1160,10640,1160
2760,35675,2500
1660,3558,1960
1410,6300,1410
1180,8211,2300
1700,4417,1700
2070,7248,2030
2300,14643,2720
1940,9690,2430
1220,3678,1180
960,6050,1550
1480,10083,1430
1150,4500,1560
1100,32700,1570
900,1413,1300
1500,7700,1530
2320,15145,2300
1580,10500,2020
1300,9638,1670
2930,8425,2930
720,8027,970
2350,7028,2210
2940,8360,2550
1010,3000,1670
1010,253519,2300
950,7200,1410
850,4320,1520
1300,5124,1090
1550,3360,1730
1330,7350,1570
1890,3240,2160
1510,10878,1760
1240,8250,2060
1230,5954,2030
1650,7763,2010
2130,10092,1900
2570,8013,2660
1440,5040,1400
1860,4000,1830
1260,5322,1560
3080,6400,2500
1270,7200,1650
1580,8658,1850
2190,8645,2190
2930,43935,2070
1660,20220,3750
2160,44431,2004
2110,21010,2690
1830,5754,1960
2530,4080,2000
1880,7188,2120
1140,8588,1510
1798,15582,1300
1670,4960,1990
2580,13868,2580
1860,15541,3180
2790,8192,1660
2190,5948,2200
1540,3800,1680
1100,5200,920
1680,8000,2000
2770,11100,3040
1280,9450,1356
4180,13760,2950
1670,35100,2890
1690,1553,1910
1990,59241,2120
1500,8710,1940
1550,2275,2080
2460,53885,2500
2588,5703,2403
1910,12384,2200
2370,16808,2280
1070,9638,1840
1150,3880,990
1830,2216,1870
2290,7350,2150
2050,9484,1510
2680,5497,2780
760,8100,1040
2690,163350,1700
990,1400,1170
3030,9500,2650
1400,9248,2180
3000,8100,1550
1200,10220,1220
1000,6947,1000
2740,4820,1770
1990,6816,2650
2110,10044,1330
1690,2680,2310
940,7980,1050
2980,8828,2980
1130,10248,2080
1750,43560,2950
1510,9450,1310
2040,5722,2500
2080,2772,1760
1260,10008,1250
1280,9000,2200
1110,7734,1410
5190,12637,3840
1520,14981,2270
2650,8012,2710
3350,7886,3870
1770,3254,1630
2200,3833,2440
1300,8400,2110
1150,15483,1900
900,7600,1630
2530,39820,2620
1460,1294,1720
880,5243,1370
1220,8950,1740
790,7904,1570
1240,3431,1800
1380,5605,2120
